pair_ID,sentence_A,sentence_B,relatedness_score,cosine_similarity_BERT,jaccard_similarity_BERT,B_no_stopwords_cosine_BERT,B_no_stopwords_jaccard_BERT
195,A rider is on a black and white bike and is standing on the seat,A motorcycle rider is standing up on the seat of a white motorcycle,0.65,0.7778704,0.47470446143831524,0.70546895,0.5595702443804059
196,Nobody is on a motorcycle and is standing on the seat,A motorcycle rider is standing up on the seat of a white motorcycle,0.65,0.380203,0.36124219248692196,0.39567053,0.47217167826259837
197,Someone is on a black and white motorcycle and is standing on the seat,A motorcycle is riding standing up on the seat of the vehicle,0.54125,0.85830504,0.43382662763962376,0.7859651,0.5507073778855173
198,Someone is on a black and white motorcycle and is standing on the seat,No motorcycle rider is standing up on the seat of a motorcycle,0.65,0.5150271,0.44322437735704273,0.7896655,0.5253386372014096
199,Someone is on a black and white motorcycle and is standing on the seat,A motorcycle rider is standing up on the seat of a white motorcycle,0.675,0.82507545,0.44656291714421026,0.72294116,0.5327281445264817
200,A motorcyclist is riding a motorbike dangerously along a roadway,A motorcyclist is riding a motorbike along a roadway,0.8999999999999999,0.8300787,0.5051822513341904,0.82708263,0.5495376884937286
201,There is no motorcyclist riding a motorbike along a roadway,A motorcyclist is riding a motorbike along a roadway,0.675,0.398643,0.4864224570768851,0.3974311,0.5203411916027898
202,A man with a helmet painted red is riding a blue motorcycle down the road,A motorcyclist with a red helmet is riding a blue motorcycle down the road,0.95,0.9541557,0.45222392966670377,0.88416326,0.5290264959136645
203,A motorcyclist with a red helmet is riding a blue motorcycle down the road,A motorcyclist without a helmet is waiting on a blue motorcycle near the road,0.675,0.6831392,0.44408828765153885,0.5537056,0.526778138600863
204,A man with a helmet painted red is riding a blue motorcycle down the road,A motorcyclist is riding a motorbike along a roadway,0.75,0.49902287,0.39554393930094583,0.47854045,0.4480260933438937
205,A motorcyclist without a helmet is waiting on a blue motorcycle near the road,A motorcyclist is riding a motorbike along a roadway,0.575,0.45553398,0.4590633223796713,0.46115324,0.4950223731994629
206,A motorcyclist with a red helmet is riding a blue motorcycle down the road,A motorcyclist is riding a motorbike dangerously along a roadway,0.7,0.56309795,0.4288573899576741,0.4950425,0.4806032313240899
207,There is no motorcyclist riding a motorbike along a roadway,A motorcyclist with a red helmet is riding a blue motorcycle down the road,0.575,0.19012487,0.39221183260281883,0.16700056,0.44998706423718
208,A motorcyclist with a red helmet is riding a blue motorcycle down the road,A motorcyclist is riding a motorbike along a roadway,0.875,0.55601877,0.45936222939655696,0.5352427,0.5039229989051819
209,A dog is catching a stick in the air and another is watching,A dog is leaping high in the air and another is watching,0.8,0.6513987,0.4712074032196632,0.6454364,0.5619684845209122
210,There is no dog leaping in the air,A dog is leaping high in the air and another is watching,0.575,0.20948154,0.33563231338154187,0.21017045,0.4571022018790245
211,Two dogs are playing by a tree,Two dogs are playing by a plant,0.8999999999999999,0.9470956,0.45998274428503855,0.8464255,0.547436920079318
212,Two dogs are playing by a tree,Two dogs are sleeping by a tree,0.64125,0.38366866,0.468745048557009,0.4667233,0.5551224838603627
213,A dog is leaping high in the air and another is watching,Two dogs are playing by a plant,0.44999999999999996,0.61807805,0.41654250025749207,0.52137566,0.45682859420776367
214,A dog is leaping high in the air and another is watching,Two dogs are sleeping by a tree,0.4,-0.008893532,0.42297418117523194,0.049867347,0.46015626542708454
215,Two dogs are playing by a tree,A dog is catching a stick in the air and another is watching,0.675,0.71326876,0.22311441004276275,0.71042114,0.32828710170892567
216,Two dogs are playing by a tree,There is no dog leaping in the air,0.42500000000000004,0.21955362,0.27829236164689064,0.6455798,0.40250413526188245
217,Two dogs are playing by a tree,A dog is leaping high in the air and another is watching,0.5,0.63902736,0.22739193737506866,0.6268624,0.325298011302948
218,A girl in white is dancing,A girl is wearing white clothes and is dancing,0.9750000000000001,0.98757476,0.3722963213920593,0.98206556,0.5007864995436235
219,There is no girl in white dancing,A girl in white is dancing,0.8,0.46567804,0.4730786360227145,0.46764547,0.5533166944980621
220,The dancer is dancing in front of the sound equipment,The blond girl is dancing in front of the sound equipment,0.8500000000000001,0.7872011,0.4393102526664734,0.6937072,0.5285773538053036
221,The blond girl is dancing behind the sound equipment,The blond girl is dancing in front of the sound equipment,0.725,0.9884788,0.42472609877586365,0.9568474,0.5352605621019999
222,The blond girl is dancing in front of the sound equipment,The equipment in front of the blond dancing girl is sound,0.725,0.8023014,0.46850692413069983,0.87378156,0.579681329867419
223,A girl in white is dancing,The dancer is dancing in front of the sound equipment,0.75,0.7423887,0.25360045582056046,0.71033347,0.33849793672561646
224,A girl in white is dancing,The blond girl is dancing behind the sound equipment,0.575,0.8594372,0.3156585216522217,0.84044814,0.3952850103378296
225,The equipment in front of the blond dancing girl is sound,A girl in white is dancing,0.42500000000000004,0.7252707,0.46391085316153136,0.7405596,0.4849353773253305
226,A girl is wearing white clothes and is dancing,The blond girl is dancing in front of the sound equipment,0.625,0.8901515,0.3564214915037155,0.855338,0.43572674989700316
227,The blond girl is dancing in front of the sound equipment,There is no girl in white dancing,0.575,0.39758864,0.4485468599531386,0.84975314,0.5217920924936023
228,A girl in white is dancing,The blond girl is dancing in front of the sound equipment,0.575,0.8789989,0.2838671558043536,0.84792244,0.3883511871099472
229,The children of a family are patiently playing and waiting,The children of a family are playing and waiting,0.875,0.8843081,0.531640300154686,0.83274615,0.6186932762463887
230,The children of a family are playing and waiting,There are no children playing and waiting,0.525,0.16226724,0.4611337147653103,0.8838957,0.5810825924078623
231,Three Asian kids are dancing and a serious man is looking,Three Asian kids are dancing and a man is looking,0.875,0.9312726,0.4991070032119751,0.9236411,0.5823502961327048
232,Three Asian kids are dancing and a man is looking,Three Asian kids are dancing and there is no man looking,0.725,0.6813897,0.4594002820196606,0.9497121,0.5899138487875462
233,Three Asian kids are dancing and a man is looking,An Asian man is dancing and three kids are looking,0.675,0.96953356,0.4841096490621567,0.92168957,0.581053800880909
234,The children of a family are playing and waiting,Three Asian kids are dancing and a serious man is looking,0.22499999999999998,0.35660362,0.29186734855175017,0.31086558,0.33544106408953667
235,The children of a family are playing and waiting,Three Asian kids are dancing and there is no man looking,0.42500000000000004,0.21267569,0.2868466854095459,0.351331,0.35331271489461263
236,The children of a family are playing and waiting,An Asian man is dancing and three kids are looking,0.22499999999999998,0.40400428,0.30273422128275823,0.36845574,0.35001224279403687
237,The children of a family are patiently playing and waiting,Three Asian kids are dancing and a man is looking,0.32499999999999996,0.2915697,0.3325756617954799,0.28379458,0.3645337118821986
238,There are no children playing and waiting,Three Asian kids are dancing and a man is looking,0.15000000000000002,0.092280224,0.26494880634195667,0.09691244,0.3217497788942777
239,Three Asian kids are dancing and a man is looking,The children of a family are playing and waiting,0.32499999999999996,0.40818498,0.33347783276909276,0.351758,0.42295792060238974
240,A woman is wearing an Egyptian hat on her head,A woman is wearing an Egyptian headdress,0.825,0.9669304,0.5317916406525506,0.9451295,0.605185310045878
241,A woman is wearing an Egyptian headdress,A woman is wearing an Indian headdress,0.75,0.75707996,0.4108685292303562,0.75470746,0.4807703082378094
242,A woman is wearing an Egyptian headdress,An Egyptian is wearing a woman's headdress,0.725,0.9663514,0.42966952588823104,0.96688426,0.5028860569000244
243,The woman is wearing glasses and a black headdress,The woman with a black hat is wearing sunglasses,0.725,0.94232315,0.486940954860888,0.9444151,0.5784918785095214
244,The woman is not wearing glasses or a headdress,The woman is wearing glasses and a black headdress,0.725,0.46362332,0.4306910395622253,0.4702273,0.49570222571492195
245,The black woman is wearing glasses over the headdress,The woman is wearing glasses and a black headdress,0.675,0.9723222,0.4646383136510849,0.93992543,0.568622812628746
246,A woman is wearing an Egyptian headdress,The woman with a black hat is wearing sunglasses,0.32499999999999996,0.56318945,0.35026278565911684,0.5739624,0.4392219873575064
247,The woman is not wearing glasses or a headdress,A woman is wearing an Egyptian headdress,0.65,0.41960758,0.4057958722114563,0.42856157,0.4439911405245463
248,The black woman is wearing glasses over the headdress,A woman is wearing an Egyptian headdress,0.65,0.6242806,0.42630329065852696,0.6276971,0.4869346976280212
249,A woman is wearing an Egyptian hat on her head,The woman is wearing glasses and a black headdress,0.375,0.7108076,0.3887655556201935,0.6860733,0.47740741074085236
250,A woman is wearing an Indian headdress,The woman is wearing glasses and a black headdress,0.5,0.618606,0.3321757945749495,0.59376675,0.4219379893371037
251,The woman is wearing glasses and a black headdress,An Egyptian is wearing a woman's headdress,0.525,0.62758017,0.3660215765237808,0.640183,0.40922292891670675
