pair_ID,sentence_A,sentence_B,relatedness_score,cosine_similarity_BERT
292,Several children are sitting down and have their knees raised,Several children are standing up,0.57125,0.3394866
293,Two young girls are sitting on the ground,Two girls are sitting on the ground,0.8500000000000001,0.9811522
294,Two girls are lying on the ground,Two girls are sitting on the ground,0.7,0.92136145
295,Two young girls are sitting on the ground,Several children are sitting down and have their knees raised,0.475,0.7046309
296,Two girls are lying on the ground,Several children are sitting down and have their knees raised,0.44999999999999996,0.53965884
297,Several children are lying down and are raising their knees,Two girls are sitting on the ground,0.32499999999999996,0.63381845
298,Several children are standing up,Two girls are sitting on the ground,0.2,0.0073275603
299,Several children are sitting down and have their knees raised,Two girls are sitting on the ground,0.55,0.67503643
300,A nude lady is walking in front of many people in body paint,A nude lady is walking in front of a crowd in body paint,0.925,0.9773004
301,A nude lady is walking in front of a crowd in body paint,There is no lady walking in body paint in front of a crowd ,0.475,0.71864635
302,A nude lady is walking in front of a crowd in body paint,A nude crowd in body paint is walking in front of a lady ,0.525,0.9329128
303,"A young, topless woman is covered in paint",A topless girl is covered in paint,0.8500000000000001,0.9820943
304,"An old, topless woman is covered in paint","A young, topless woman is covered in paint",0.7,0.88133836
305,A nude lady is walking in front of a crowd in body paint,A topless girl is covered in paint,0.7,0.6412039
306,"An old, topless woman is covered in paint",A nude lady is walking in front of a crowd in body paint,0.525,0.6719365
307,"A young, topless woman is covered in paint",A nude lady is walking in front of many people in body paint,0.625,0.7394602
308,There is no lady walking in body paint in front of a crowd ,"A young, topless woman is covered in paint",0.55,0.5418397
309,A nude crowd in body paint is walking in front of a lady ,"A young, topless woman is covered in paint",0.5,0.65388787
310,A nude lady is walking in front of a crowd in body paint,"A young, topless woman is covered in paint",0.8,0.6782658
311,A group of people is near the ocean,A crowd of people is near the water,0.825,0.830686
312,A crowd of people is near the water,A crowd of people is far from the water,0.7,0.51936346
313,A group of children in uniforms is standing at a gate and one is kissing the mother,A group of children wearing the same clothes is waiting at a gate and one is kissing the mother,0.875,0.90753525
314,A group of children in uniforms is standing at a gate and there is no one kissing the mother,A group of children in uniforms is standing at a gate and one is kissing the mother,0.7,0.54852545
315,A group of mothers in uniforms is standing near the children and one is kissing the gate,A group of children in uniforms is standing at a gate and one is kissing the mother,0.575,0.8614293
316,A crowd of people is near the water,A group of children wearing the same clothes is waiting at a gate and one is kissing the mother,0.15000000000000002,0.2031612
317,A group of children in uniforms is standing at a gate and there is no one kissing the mother,A crowd of people is near the water,0.07500000000000001,-0.0070146667
318,A group of mothers in uniforms is standing near the children and one is kissing the gate,A crowd of people is near the water,0.175,0.1457605
319,A group of people is near the ocean,A group of children in uniforms is standing at a gate and one is kissing the mother,0.2,0.17050976
320,A crowd of people is far from the water,A group of children in uniforms is standing at a gate and one is kissing the mother,0.0,0.06933031
321,A crowd of people is near the water,A group of children in uniforms is standing at a gate and one is kissing the mother,0.22499999999999998,0.1919353
322,A man is in a parking lot and is playing tennis against a large wall,A lone man is in a parking lot and is playing tennis against a large wall,0.925,0.85412097
323,A man is in a parking lot and is playing tennis against a large wall,A man is in a parking lot and is playing tennis against a friend,0.725,0.9007802
324,A man is pointing at a silver sedan,A man is pointing at a car,0.8500000000000001,0.77777505
325,A man is pointing at a silver sedan,There is no man pointing at a car,0.7749999999999999,0.26066482
326,A man is pointing at a car,A man is in a parking lot and is playing tennis against a large wall,0.32499999999999996,0.4085924
327,A man is in a parking lot and is playing tennis against a large wall,There is no man pointing at a car,0.125,0.22772904
328,A man is pointing at a silver sedan,A lone man is in a parking lot and is playing tennis against a large wall,0.09999999999999998,0.35139108
329,A man is in a parking lot and is playing tennis against a friend,A man is pointing at a silver sedan,0.07500000000000001,0.37711394
330,A man is pointing at a silver sedan,A man is in a parking lot and is playing tennis against a large wall,0.07500000000000001,0.41267794
331,A group of people is on a beach,A group of people is near the sea,0.75,0.83071303
332,A group of people is on a beach,A group of people is on a mountain,0.4,0.38306183
333,"A man, a woman and two girls are walking on the beach",Four people are walking on the beach,0.875,0.8895263
334,"A man, a woman and two girls are walking on the beach","A man, a woman and two girls are sitting on the beach",0.525,0.71744645
335,A group of people is on a beach,Four people are walking on the beach,0.8999999999999999,0.78644514
336,"A man, a woman and two girls are sitting on the beach",A group of people is on a beach,0.8500000000000001,0.74934095
337,"A man, a woman and two girls are walking on the beach",A group of people is near the sea,0.7,0.545632
338,"A man, a woman and two girls are walking on the beach",A group of people is on a mountain,0.09999999999999998,0.2149979
339,"A man, a woman and two girls are walking on the beach",A group of people is on a beach,0.825,0.7255985
340,A schoolgirl with a black bag is on a crowded train,A girl with a black bag is on a crowded train,0.925,0.9426166
341,There is no girl with a black bag on a crowded train,A girl with a black bag is on a crowded train,0.675,0.6031197
342,A girl with a black bag is on a crowded train,A cramped black train is on the bag of a girl,0.42500000000000004,0.8724796
343,An Asian woman in a crowd is carrying a black bag,An Asian woman in in the midst of many people is carrying a black bag,0.95,0.981831
344,An Asian woman in a crowd is not carrying a black bag,An Asian woman in a crowd is carrying a black bag,0.7,0.5617453
345,An Asian woman in in the midst of many people is carrying a black bag,A girl with a black bag is on a crowded train,0.625,0.6179948
346,A girl with a black bag is on a crowded train,An Asian woman in a crowd is not carrying a black bag,0.375,0.33256534
347,A schoolgirl with a black bag is on a crowded train,An Asian woman in a crowd is carrying a black bag,0.44999999999999996,0.5604446
348,There is no girl with a black bag on a crowded train,An Asian woman in a crowd is carrying a black bag,0.4,0.3163728
349,An Asian woman in a crowd is carrying a black bag,A cramped black train is on the bag of a girl,0.275,0.6499922
